"Hora del RTC DS3231	 Temperatura	 Índice UV	 Rango"
"Hora: 9:56:42	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:56:44	 - Temperatura: 32	 - Índice UV 2	 - Rango: 248"
"Hora: 9:56:45	 - Temperatura: 32	 - Índice UV 2	 - Rango: 247"
"Hora: 9:56:46	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:56:47	 - Temperatura: 32	 - Índice UV 2	 - Rango: 247"
"Hora: 9:56:48	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:56:49	 - Temperatura: 32	 - Índice UV 2	 - Rango: 247"
"Hora: 9:56:50	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:56:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:56:52	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 9:56:53	 - Temperatura: 32	 - Índice UV 2	 - Rango: 226"
"Hora: 9:56:54	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 9:56:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:56:56	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:56:57	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:56:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 9:56:59	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 9:57:0	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:57:1	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 9:57:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 227"
"Hora: 9:57:3	 - Temperatura: 32	 - Índice UV 1	 - Rango: 131"
"Hora: 9:57:4	 - Temperatura: 32	 - Índice UV 2	 - Rango: 221"
"Hora: 9:57:5	 - Temperatura: 32	 - Índice UV 0	 - Rango: 66"
"Hora: 9:57:6	 - Temperatura: 32	 - Índice UV 0	 - Rango: 68"
"Hora: 9:57:7	 - Temperatura: 32	 - Índice UV 1	 - Rango: 158"
"Hora: 9:57:8	 - Temperatura: 32	 - Índice UV 0	 - Rango: 74"
"Hora: 9:57:9	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:57:10	 - Temperatura: 32	 - Índice UV 2	 - Rango: 248"
"Hora: 9:57:11	 - Temperatura: 32	 - Índice UV 2	 - Rango: 254"
"Hora: 9:57:12	 - Temperatura: 32	 - Índice UV 2	 - Rango: 255"
"Hora: 9:57:13	 - Temperatura: 32	 - Índice UV 2	 - Rango: 257"
"Hora: 9:57:14	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 9:57:15	 - Temperatura: 32	 - Índice UV 2	 - Rango: 254"
"Hora: 9:57:16	 - Temperatura: 32	 - Índice UV 2	 - Rango: 231"
"Hora: 9:57:17	 - Temperatura: 32	 - Índice UV 2	 - Rango: 234"
"Hora: 9:57:18	 - Temperatura: 32	 - Índice UV 2	 - Rango: 227"
"Hora: 9:57:19	 - Temperatura: 32	 - Índice UV 2	 - Rango: 238"
"Hora: 9:57:20	 - Temperatura: 32	 - Índice UV 2	 - Rango: 219"
"Hora: 9:57:21	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:57:22	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 9:57:23	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 9:57:24	 - Temperatura: 32	 - Índice UV 2	 - Rango: 231"
"Hora: 9:57:25	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:57:26	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:57:27	 - Temperatura: 32	 - Índice UV 2	 - Rango: 248"
"Hora: 9:57:28	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:57:29	 - Temperatura: 32	 - Índice UV 2	 - Rango: 248"
"Hora: 9:57:30	 - Temperatura: 32	 - Índice UV 2	 - Rango: 214"
"Hora: 9:57:31	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 9:57:32	 - Temperatura: 32	 - Índice UV 2	 - Rango: 256"
"Hora: 9:57:33	 - Temperatura: 32	 - Índice UV 2	 - Rango: 248"
"Hora: 9:57:34	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 9:57:35	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:57:36	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 9:57:37	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 9:57:38	 - Temperatura: 32	 - Índice UV 2	 - Rango: 234"
"Hora: 9:57:39	 - Temperatura: 32	 - Índice UV 2	 - Rango: 239"
"Hora: 9:57:40	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 9:57:41	 - Temperatura: 32	 - Índice UV 2	 - Rango: 236"
"Hora: 9:57:42	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 9:57:43	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 9:57:44	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:57:45	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 9:57:46	 - Temperatura: 32	 - Índice UV 2	 - Rango: 233"
"Hora: 9:57:47	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 9:57:48	 - Temperatura: 32	 - Índice UV 2	 - Rango: 228"
"Hora: 9:57:49	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:57:50	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 9:57:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 9:57:52	 - Temperatura: 32	 - Índice UV 2	 - Rango: 254"
"Hora: 9:57:53	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:57:54	 - Temperatura: 32	 - Índice UV 2	 - Rango: 251"
"Hora: 9:57:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 241"
"Hora: 9:57:56	 - Temperatura: 32	 - Índice UV 2	 - Rango: 232"
"Hora: 9:57:57	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:57:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 260"
"Hora: 9:57:59	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 9:58:0	 - Temperatura: 32	 - Índice UV 2	 - Rango: 247"
"Hora: 9:58:1	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:58:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 226"
"Hora: 9:58:3	 - Temperatura: 32	 - Índice UV 2	 - Rango: 235"
"Hora: 9:58:4	 - Temperatura: 32	 - Índice UV 2	 - Rango: 232"
"Hora: 9:58:5	 - Temperatura: 32	 - Índice UV 2	 - Rango: 221"
"Hora: 9:58:6	 - Temperatura: 32	 - Índice UV 2	 - Rango: 225"
"Hora: 9:58:7	 - Temperatura: 32	 - Índice UV 2	 - Rango: 251"
"Hora: 9:58:8	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 9:58:9	 - Temperatura: 32	 - Índice UV 2	 - Rango: 260"
"Hora: 9:58:10	 - Temperatura: 32	 - Índice UV 2	 - Rango: 226"
"Hora: 9:58:11	 - Temperatura: 32	 - Índice UV 1	 - Rango: 202"
"Hora: 9:58:12	 - Temperatura: 32	 - Índice UV 2	 - Rango: 209"
"Hora: 9:58:13	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 9:58:15	 - Temperatura: 32	 - Índice UV 2	 - Rango: 236"
"Hora: 9:58:16	 - Temperatura: 32	 - Índice UV 2	 - Rango: 231"
"Hora: 9:58:17	 - Temperatura: 32	 - Índice UV 0	 - Rango: 59"
"Hora: 9:58:18	 - Temperatura: 32	 - Índice UV 0	 - Rango: 65"
"Hora: 9:58:19	 - Temperatura: 32	 - Índice UV 0	 - Rango: 59"
"Hora: 9:58:20	 - Temperatura: 32	 - Índice UV 0	 - Rango: 51"
"Hora: 9:58:21	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:58:22	 - Temperatura: 32	 - Índice UV 2	 - Rango: 231"
"Hora: 9:58:23	 - Temperatura: 32	 - Índice UV 0	 - Rango: 65"
"Hora: 9:58:24	 - Temperatura: 32	 - Índice UV 0	 - Rango: 87"
"Hora: 9:58:25	 - Temperatura: 32	 - Índice UV 2	 - Rango: 227"
"Hora: 9:58:26	 - Temperatura: 32	 - Índice UV 2	 - Rango: 224"
"Hora: 9:58:27	 - Temperatura: 32	 - Índice UV 0	 - Rango: 67"
"Hora: 9:58:28	 - Temperatura: 32	 - Índice UV 2	 - Rango: 210"
"Hora: 9:58:29	 - Temperatura: 32	 - Índice UV 2	 - Rango: 214"
"Hora: 9:58:30	 - Temperatura: 32	 - Índice UV 0	 - Rango: 66"
"Hora: 9:58:31	 - Temperatura: 32	 - Índice UV 0	 - Rango: 67"
"Hora: 9:58:32	 - Temperatura: 32	 - Índice UV 0	 - Rango: 69"
"Hora: 9:58:33	 - Temperatura: 32	 - Índice UV 0	 - Rango: 67"
"Hora: 9:58:34	 - Temperatura: 32	 - Índice UV 0	 - Rango: 69"
"Hora: 9:58:35	 - Temperatura: 32	 - Índice UV 0	 - Rango: 66"
"Hora: 9:58:36	 - Temperatura: 32	 - Índice UV 2	 - Rango: 223"
"Hora: 9:58:37	 - Temperatura: 32	 - Índice UV 2	 - Rango: 247"
"Hora: 9:58:38	 - Temperatura: 32	 - Índice UV 2	 - Rango: 245"
"Hora: 9:58:39	 - Temperatura: 32	 - Índice UV 2	 - Rango: 220"
"Hora: 9:58:40	 - Temperatura: 32	 - Índice UV 2	 - Rango: 217"
"Hora: 9:58:41	 - Temperatura: 32	 - Índice UV 0	 - Rango: 50"
"Hora: 9:58:42	 - Temperatura: 32	 - Índice UV 2	 - Rango: 237"
"Hora: 9:58:43	 - Temperatura: 32	 - Índice UV 2	 - Rango: 248"
"Hora: 9:58:44	 - Temperatura: 32	 - Índice UV 2	 - Rango: 252"
"Hora: 9:58:45	 - Temperatura: 32	 - Índice UV 2	 - Rango: 249"
"Hora: 9:58:46	 - Temperatura: 32	 - Índice UV 2	 - Rango: 226"
"Hora: 9:58:47	 - Temperatura: 32	 - Índice UV 2	 - Rango: 207"
"Hora: 9:58:48	 - Temperatura: 32	 - Índice UV 2	 - Rango: 247"
"Hora: 9:58:49	 - Temperatura: 32	 - Índice UV 2	 - Rango: 248"
"Hora: 9:58:50	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 9:58:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 224"
"Hora: 9:58:52	 - Temperatura: 32	 - Índice UV 2	 - Rango: 224"
"Hora: 9:58:53	 - Temperatura: 32	 - Índice UV 2	 - Rango: 229"
"Hora: 9:58:54	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:58:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 254"
"Hora: 9:58:56	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 9:58:57	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:58:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 240"
"Hora: 9:58:59	 - Temperatura: 32	 - Índice UV 2	 - Rango: 242"
"Hora: 9:59:0	 - Temperatura: 32	 - Índice UV 2	 - Rango: 257"
"Hora: 9:59:1	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 9:59:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 260"
"Hora: 9:59:3	 - Temperatura: 32	 - Índice UV 2	 - Rango: 233"
"Hora: 9:59:4	 - Temperatura: 32	 - Índice UV 2	 - Rango: 262"
"Hora: 9:59:5	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:59:6	 - Temperatura: 32	 - Índice UV 2	 - Rango: 222"
"Hora: 9:59:7	 - Temperatura: 32	 - Índice UV 1	 - Rango: 181"
"Hora: 9:59:8	 - Temperatura: 32	 - Índice UV 0	 - Rango: 67"
"Hora: 9:59:9	 - Temperatura: 32	 - Índice UV 2	 - Rango: 247"
"Hora: 9:59:10	 - Temperatura: 32	 - Índice UV 0	 - Rango: 53"
"Hora: 9:59:11	 - Temperatura: 32	 - Índice UV 2	 - Rango: 259"
"Hora: 9:59:12	 - Temperatura: 32	 - Índice UV 1	 - Rango: 149"
"Hora: 9:59:13	 - Temperatura: 32	 - Índice UV 0	 - Rango: 87"
"Hora: 9:59:14	 - Temperatura: 32	 - Índice UV 1	 - Rango: 111"
"Hora: 9:59:15	 - Temperatura: 32	 - Índice UV 1	 - Rango: 103"
"Hora: 9:59:16	 - Temperatura: 32	 - Índice UV 1	 - Rango: 119"
"Hora: 9:59:17	 - Temperatura: 32	 - Índice UV 2	 - Rango: 251"
"Hora: 9:59:18	 - Temperatura: 32	 - Índice UV 2	 - Rango: 249"
"Hora: 9:59:19	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 9:59:20	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 9:59:21	 - Temperatura: 32	 - Índice UV 2	 - Rango: 208"
"Hora: 9:59:22	 - Temperatura: 32	 - Índice UV 2	 - Rango: 205"
"Hora: 9:59:23	 - Temperatura: 32	 - Índice UV 1	 - Rango: 189"
"Hora: 9:59:24	 - Temperatura: 32	 - Índice UV 0	 - Rango: 14"
"Hora: 9:59:25	 - Temperatura: 32	 - Índice UV 0	 - Rango: 21"
"Hora: 9:59:26	 - Temperatura: 32	 - Índice UV 0	 - Rango: 37"
"Hora: 9:59:27	 - Temperatura: 32	 - Índice UV 0	 - Rango: 22"
"Hora: 9:59:28	 - Temperatura: 32	 - Índice UV 1	 - Rango: 166"
"Hora: 9:59:29	 - Temperatura: 32	 - Índice UV 2	 - Rango: 229"
"Hora: 9:59:30	 - Temperatura: 32	 - Índice UV 2	 - Rango: 229"
"Hora: 9:59:31	 - Temperatura: 32	 - Índice UV 1	 - Rango: 201"
"Hora: 9:59:32	 - Temperatura: 32	 - Índice UV 1	 - Rango: 150"
"Hora: 9:59:33	 - Temperatura: 32	 - Índice UV 1	 - Rango: 104"
"Hora: 9:59:34	 - Temperatura: 32	 - Índice UV 0	 - Rango: 59"
"Hora: 9:59:35	 - Temperatura: 32	 - Índice UV 0	 - Rango: 58"
"Hora: 9:59:36	 - Temperatura: 32	 - Índice UV 2	 - Rango: 217"
"Hora: 9:59:37	 - Temperatura: 32	 - Índice UV 0	 - Rango: 46"
"Hora: 9:59:38	 - Temperatura: 32	 - Índice UV 0	 - Rango: 53"
"Hora: 9:59:39	 - Temperatura: 32	 - Índice UV 1	 - Rango: 196"
"Hora: 9:59:40	 - Temperatura: 32	 - Índice UV 1	 - Rango: 196"
"Hora: 9:59:41	 - Temperatura: 32	 - Índice UV 2	 - Rango: 215"
"Hora: 9:59:42	 - Temperatura: 32	 - Índice UV 0	 - Rango: 47"
"Hora: 9:59:43	 - Temperatura: 32	 - Índice UV 2	 - Rango: 212"
"Hora: 9:59:44	 - Temperatura: 32	 - Índice UV 1	 - Rango: 198"
"Hora: 9:59:46	 - Temperatura: 32	 - Índice UV 0	 - Rango: 50"
"Hora: 9:59:47	 - Temperatura: 32	 - Índice UV 0	 - Rango: 64"
"Hora: 9:59:48	 - Temperatura: 32	 - Índice UV 0	 - Rango: 57"
"Hora: 9:59:49	 - Temperatura: 32	 - Índice UV 2	 - Rango: 233"
"Hora: 9:59:50	 - Temperatura: 32	 - Índice UV 2	 - Rango: 243"
"Hora: 9:59:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 230"
"Hora: 9:59:52	 - Temperatura: 32	 - Índice UV 2	 - Rango: 232"
"Hora: 9:59:53	 - Temperatura: 32	 - Índice UV 2	 - Rango: 232"
"Hora: 9:59:54	 - Temperatura: 32	 - Índice UV 2	 - Rango: 233"
"Hora: 9:59:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 229"
"Hora: 9:59:56	 - Temperatura: 32	 - Índice UV 2	 - Rango: 218"
"Hora: 9:59:57	 - Temperatura: 32	 - Índice UV 2	 - Rango: 228"
"Hora: 9:59:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 222"
"Hora: 9:59:59	 - Temperatura: 32	 - Índice UV 2	 - Rango: 227"
"Hora: 10:0:0	 - Temperatura: 32	 - Índice UV 2	 - Rango: 226"
"Hora: 10:0:1	 - Temperatura: 32	 - Índice UV 2	 - Rango: 214"
"Hora: 10:0:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 226"
"Hora: 10:0:3	 - Temperatura: 32	 - Índice UV 2	 - Rango: 222"
"Hora: 10:0:4	 - Temperatura: 32	 - Índice UV 0	 - Rango: 57"
"Hora: 10:0:5	 - Temperatura: 32	 - Índice UV 2	 - Rango: 236"
"Hora: 10:0:6	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 10:0:7	 - Temperatura: 32	 - Índice UV 2	 - Rango: 234"
"Hora: 10:0:8	 - Temperatura: 32	 - Índice UV 2	 - Rango: 254"
"Hora: 10:0:9	 - Temperatura: 32	 - Índice UV 0	 - Rango: 77"
"Hora: 10:0:10	 - Temperatura: 32	 - Índice UV 2	 - Rango: 258"
"Hora: 10:0:11	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 10:0:12	 - Temperatura: 32	 - Índice UV 2	 - Rango: 262"
"Hora: 10:0:13	 - Temperatura: 32	 - Índice UV 2	 - Rango: 258"
"Hora: 10:0:14	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 10:0:15	 - Temperatura: 32	 - Índice UV 2	 - Rango: 254"
"Hora: 10:0:16	 - Temperatura: 32	 - Índice UV 0	 - Rango: 100"
"Hora: 10:0:17	 - Temperatura: 32	 - Índice UV 2	 - Rango: 253"
"Hora: 10:0:18	 - Temperatura: 32	 - Índice UV 2	 - Rango: 230"
"Hora: 10:0:19	 - Temperatura: 32	 - Índice UV 2	 - Rango: 247"
"Hora: 10:0:20	 - Temperatura: 32	 - Índice UV 2	 - Rango: 257"
"Hora: 10:0:21	 - Temperatura: 32	 - Índice UV 2	 - Rango: 258"
"Hora: 10:0:22	 - Temperatura: 32	 - Índice UV 2	 - Rango: 233"
"Hora: 10:0:23	 - Temperatura: 32	 - Índice UV 2	 - Rango: 256"
"Hora: 10:0:24	 - Temperatura: 32	 - Índice UV 2	 - Rango: 244"
"Hora: 10:0:25	 - Temperatura: 32	 - Índice UV 2	 - Rango: 259"
"Hora: 10:0:26	 - Temperatura: 32	 - Índice UV 2	 - Rango: 257"
"Hora: 10:0:27	 - Temperatura: 32	 - Índice UV 2	 - Rango: 259"
"Hora: 10:0:28	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 10:0:29	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 10:0:30	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 10:0:31	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 10:0:32	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 10:0:33	 - Temperatura: 32	 - Índice UV 2	 - Rango: 260"
"Hora: 10:0:34	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 10:0:35	 - Temperatura: 32	 - Índice UV 2	 - Rango: 258"
"Hora: 10:0:36	 - Temperatura: 32	 - Índice UV 2	 - Rango: 254"
"Hora: 10:0:37	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 10:0:38	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 10:0:39	 - Temperatura: 32	 - Índice UV 2	 - Rango: 258"
"Hora: 10:0:40	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 10:0:41	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 10:0:42	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 10:0:43	 - Temperatura: 32	 - Índice UV 2	 - Rango: 262"
"Hora: 10:0:44	 - Temperatura: 32	 - Índice UV 1	 - Rango: 184"
"Hora: 10:0:45	 - Temperatura: 32	 - Índice UV 2	 - Rango: 252"
"Hora: 10:0:46	 - Temperatura: 32	 - Índice UV 0	 - Rango: 79"
"Hora: 10:0:47	 - Temperatura: 32	 - Índice UV 0	 - Rango: 70"
"Hora: 10:0:48	 - Temperatura: 32	 - Índice UV 0	 - Rango: 78"
"Hora: 10:0:49	 - Temperatura: 32	 - Índice UV 1	 - Rango: 185"
"Hora: 10:0:50	 - Temperatura: 32	 - Índice UV 0	 - Rango: 74"
"Hora: 10:0:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 10:0:52	 - Temperatura: 32	 - Índice UV 2	 - Rango: 255"
"Hora: 10:0:53	 - Temperatura: 32	 - Índice UV 2	 - Rango: 277"
"Hora: 10:0:54	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 10:0:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 252"
"Hora: 10:0:56	 - Temperatura: 32	 - Índice UV 2	 - Rango: 255"
"Hora: 10:0:57	 - Temperatura: 32	 - Índice UV 2	 - Rango: 270"
"Hora: 10:0:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 273"
"Hora: 10:0:59	 - Temperatura: 32	 - Índice UV 2	 - Rango: 275"
"Hora: 10:1:0	 - Temperatura: 32	 - Índice UV 2	 - Rango: 273"
"Hora: 10:1:1	 - Temperatura: 32	 - Índice UV 2	 - Rango: 271"
"Hora: 10:1:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 273"
"Hora: 10:1:3	 - Temperatura: 32	 - Índice UV 2	 - Rango: 270"
"Hora: 10:1:4	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 10:1:5	 - Temperatura: 32	 - Índice UV 2	 - Rango: 276"
"Hora: 10:1:6	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 10:1:7	 - Temperatura: 32	 - Índice UV 2	 - Rango: 246"
"Hora: 10:1:8	 - Temperatura: 32	 - Índice UV 2	 - Rango: 272"
"Hora: 10:1:9	 - Temperatura: 32	 - Índice UV 2	 - Rango: 239"
"Hora: 10:1:10	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 10:1:11	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 10:1:12	 - Temperatura: 32	 - Índice UV 2	 - Rango: 268"
"Hora: 10:1:13	 - Temperatura: 32	 - Índice UV 2	 - Rango: 250"
"Hora: 10:1:14	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 10:1:15	 - Temperatura: 32	 - Índice UV 2	 - Rango: 253"
"Hora: 10:1:17	 - Temperatura: 32	 - Índice UV 2	 - Rango: 257"
"Hora: 10:1:18	 - Temperatura: 32	 - Índice UV 2	 - Rango: 259"
"Hora: 10:1:19	 - Temperatura: 32	 - Índice UV 2	 - Rango: 259"
"Hora: 10:1:20	 - Temperatura: 32	 - Índice UV 2	 - Rango: 233"
"Hora: 10:1:21	 - Temperatura: 32	 - Índice UV 2	 - Rango: 260"
"Hora: 10:1:22	 - Temperatura: 32	 - Índice UV 2	 - Rango: 258"
"Hora: 10:1:23	 - Temperatura: 32	 - Índice UV 2	 - Rango: 248"
"Hora: 10:1:24	 - Temperatura: 32	 - Índice UV 1	 - Rango: 140"
"Hora: 10:1:25	 - Temperatura: 32	 - Índice UV 2	 - Rango: 255"
"Hora: 10:1:26	 - Temperatura: 32	 - Índice UV 2	 - Rango: 272"
"Hora: 10:1:27	 - Temperatura: 32	 - Índice UV 2	 - Rango: 271"
"Hora: 10:1:28	 - Temperatura: 32	 - Índice UV 2	 - Rango: 277"
"Hora: 10:1:29	 - Temperatura: 32	 - Índice UV 2	 - Rango: 276"
"Hora: 10:1:30	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 10:1:31	 - Temperatura: 32	 - Índice UV 2	 - Rango: 271"
"Hora: 10:1:32	 - Temperatura: 32	 - Índice UV 2	 - Rango: 252"
"Hora: 10:1:33	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 10:1:34	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 10:1:35	 - Temperatura: 32	 - Índice UV 2	 - Rango: 262"
"Hora: 10:1:36	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 10:1:37	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 10:1:38	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 10:1:39	 - Temperatura: 32	 - Índice UV 2	 - Rango: 258"
"Hora: 10:1:40	 - Temperatura: 32	 - Índice UV 2	 - Rango: 262"
"Hora: 10:1:41	 - Temperatura: 32	 - Índice UV 2	 - Rango: 259"
"Hora: 10:1:42	 - Temperatura: 32	 - Índice UV 2	 - Rango: 266"
"Hora: 10:1:43	 - Temperatura: 32	 - Índice UV 2	 - Rango: 247"
"Hora: 10:1:44	 - Temperatura: 32	 - Índice UV 2	 - Rango: 276"
"Hora: 10:1:45	 - Temperatura: 32	 - Índice UV 2	 - Rango: 283"
"Hora: 10:1:46	 - Temperatura: 32	 - Índice UV 2	 - Rango: 278"
"Hora: 10:1:47	 - Temperatura: 32	 - Índice UV 2	 - Rango: 261"
"Hora: 10:1:48	 - Temperatura: 32	 - Índice UV 2	 - Rango: 280"
"Hora: 10:1:49	 - Temperatura: 32	 - Índice UV 2	 - Rango: 276"
"Hora: 10:1:50	 - Temperatura: 32	 - Índice UV 2	 - Rango: 272"
"Hora: 10:1:51	 - Temperatura: 32	 - Índice UV 2	 - Rango: 274"
"Hora: 10:1:52	 - Temperatura: 32	 - Índice UV 2	 - Rango: 273"
"Hora: 10:1:53	 - Temperatura: 32	 - Índice UV 2	 - Rango: 271"
"Hora: 10:1:54	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 10:1:55	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 10:1:56	 - Temperatura: 32	 - Índice UV 2	 - Rango: 263"
"Hora: 10:1:57	 - Temperatura: 32	 - Índice UV 2	 - Rango: 269"
"Hora: 10:1:58	 - Temperatura: 32	 - Índice UV 2	 - Rango: 261"
"Hora: 10:1:59	 - Temperatura: 32	 - Índice UV 2	 - Rango: 262"
"Hora: 10:2:0	 - Temperatura: 32	 - Índice UV 2	 - Rango: 261"
"Hora: 10:2:1	 - Temperatura: 32	 - Índice UV 2	 - Rango: 262"
"Hora: 10:2:2	 - Temperatura: 32	 - Índice UV 2	 - Rango: 239"
"Hora: 10:2:3	 - Temperatura: 32	 - Índice UV 2	 - Rango: 264"
"Hora: 10:2:4	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 10:2:5	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 10:2:6	 - Temperatura: 32	 - Índice UV 2	 - Rango: 265"
"Hora: 10:2:7	 - Temperatura: 32	 - Índice UV 2	 - Rango: 267"
"Hora: 10:2:8	 - Temperatura: 32	 - Índice UV 2	 - Rango: 262"
"Hora: 10:2:9	 - Temperatura: 32	 - Índice UV 2	 - Rango: 262"
